InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno,cnpj8
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,26,BCO FIBRA S.A.,1.82,24.23,58616418
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,27,BCO INDUSCRED DE INVESTIM. S/A,1.96,26.18,33588252
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,28,BCO DO EST. DE SE S.A.,2.06,27.76,13009717
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,29,BCO DO EST. DO PA S.A.,4.8,75.54,04913711
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,1,PARANA BCO S.A.,2.49,34.33,14388334
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,2,BCO AGIBANK S.A.,2.53,34.91,10664513
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,3,BCO MERCANTIL DO BRASIL S.A.,2.56,35.38,17184037
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,4,FACTA S.A. CFI,2.68,37.41,15581638
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,5,BCO DAYCOVAL S.A,2.83,39.84,62232889
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,6,BANCO GENIAL,3.51,51.25,45246410
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,7,NOVO BCO CONTINENTAL S.A. - BM,3.53,51.64,74828799
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,8,BCO BMG S.A.,4.09,61.73,61186680
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,9,KREDILIG S.A. - CFI,4.78,75.17,06040559
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,10,VIA CERTA FINANCIADORA S.A. - CFI,5.05,80.51,05192316
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,11,BCO BRADESCO S.A.,5.21,83.88,60746948
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,12,BRB - BCO DE BRASILIA S.A.,5.44,88.76,00000208
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,13,BANCO BARI S.A.,5.61,92.43,00556603
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,14,BANCO PAN,5.64,93.24,59285411
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,15,BANCO BTG PACTUAL S.A.,6.04,102.17,30306294
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,16,BCO C6 S.A.,6.52,113.29,31872495
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,17,BCO BANESTES S.A.,6.58,114.86,28127603
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,18,BANCO BRADESCARD,6.75,118.91,04184779
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,19,BANCO SICOOB S.A.,6.82,120.67,02038232
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,20,BCO DO NORDESTE DO BRASIL S.A.,7.08,127.2,07237373
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,21,SCFI EFÍ S.A.,7.09,127.58,37229413
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,22,CAIXA ECONOMICA FEDERAL,7.51,138.39,00360305
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,23,HS FINANCEIRA,7.64,141.79,07512441
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,24,NU FINANCEIRA S.A. CFI,7.99,151.54,30680829
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO EST. DO PA S.A.,8.07,153.64,04913711
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,26,BCO STELLANTIS S.A.,8.51,166.46,62237425
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,27,BCO DO BRASIL S.A.,8.59,168.91,00000000
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,28,BCO TRIANGULO S.A.,8.77,174.1,17351180
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,29,BCO SANTANDER (BRASIL) S.A.,9.07,183.48,90400888
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,30,BCO XP S.A.,9.12,184.92,33264668
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,31,BCO DIGIMAIS S.A.,9.16,186.11,92874270
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,32,BCO CSF S.A.,9.24,188.86,08357240
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,33,DM SA CFI,9.9,210.44,91669747
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,34,BCO BNP PARIBAS BRASIL S A,10.01,214.33,01522368
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,35,BCO RENDIMENTO S.A.,10.18,219.99,68900810
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,36,PORTOSEG S.A. CFI,10.18,220.17,04862600
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,37,LUIZACRED S.A. SCFI,10.24,222.09,02206577
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,38,ITAÚ UNIBANCO HOLDING S.A.,10.3,224.33,60872504
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,39,BCO SOFISA S.A.,10.3,224.34,60889128
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,40,BCO AFINZ S.A. - BM,10.4,227.98,04814563
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,41,BCO BV S.A.,10.77,241.32,01858774
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,42,BCO SAFRA S.A.,10.83,243.35,58160789
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,43,BANCO INVESTCRED UNIBANCO S.A.,11.45,267.19,61182408
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,44,ZEMA CFI S/A,11.69,277.01,05351887
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,45,FIN. ITAU CBD CFI,11.7,277.11,06881898
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,46,CREDIARE CFI S.A.,11.73,278.59,05676026
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,47,BCO DO ESTADO DO RS S.A.,11.86,283.7,92702067
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,48,CARUANA SCFI,11.9,285.44,09313766
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,49,BANCO INTER,11.97,288.28,00416968
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,50,HIPERCARD BM S.A.,12.14,295.58,03012230
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,51,BCO CREFISA S.A.,12.45,308.79,61033106
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,52,WILL FINANCEIRA S.A.CFI,12.55,313.08,23862762
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,53,PICPAY BANK - BANCO MÚLTIPLO S.A,12.94,330.9,09516419
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,54,BCO SENFF S.A.,12.98,332.34,11970623
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,55,CALCRED S.A.,13.25,344.91,37122487
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,56,BANCO DIGIO,13.34,349.38,27098060
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,57,NEON FINANCEIRA - CFI S.A.,14.04,383.83,11285104
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,58,PEFISA S.A. - C.F.I.,14.41,402.95,43180355
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,59,REALIZE CFI S.A.,14.54,409.88,27351731
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,60,MIDWAY S.A. - SCFI,14.92,430.58,09464032
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,61,MERCADO CRÉDITO SCFI S.A.,15.02,435.97,37679449
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,62,M PAGAMENTOS S.A. CFI,18.03,631.02,07747410
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,63,BCO DO EST. DE SE S.A.,19.0,706.11,13009717
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,1,BCO MODAL S.A.,0.0,0.0,30723886
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,2,BCO DAYCOVAL S.A,3.83,56.98,62232889
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,3,BCO INDUSTRIAL DO BRASIL S.A.,4.25,64.71,31895683
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,4,BANCO GENIAL,4.4,67.63,45246410
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,5,BCO BNP PARIBAS BRASIL S A,4.87,76.94,01522368
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,6,BANCO BARI S.A.,8.94,179.39,00556603
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,7,BCO STELLANTIS S.A.,9.07,183.5,62237425
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,8,BCO RENDIMENTO S.A.,9.16,186.24,68900810
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,9,BCO AGIBANK S.A.,9.17,186.63,10664513
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,10,BANCO SICOOB S.A.,9.21,187.85,02038232
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,11,BCO XP S.A.,10.09,216.8,33264668
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,12,CAIXA ECONOMICA FEDERAL,10.2,220.87,00360305
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,13,HS FINANCEIRA,10.69,238.43,07512441
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,14,BANCO BTG PACTUAL S.A.,11.29,261.04,30306294
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,15,BCO SOFISA S.A.,11.92,286.11,60889128
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,16,BCO DO NORDESTE DO BRASIL S.A.,11.95,287.57,07237373
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,17,NOVO BCO CONTINENTAL S.A. - BM,12.16,296.43,74828799
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,18,CARUANA SCFI,12.16,296.46,09313766
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,19,BCO DO BRASIL S.A.,12.57,314.23,00000000
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,20,BCO DIGIMAIS S.A.,12.59,315.0,92874270
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,21,BCO BANESTES S.A.,12.95,331.16,28127603
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,22,BCO BRADESCO S.A.,13.13,339.68,60746948
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,23,NU FINANCEIRA S.A. CFI,13.35,349.69,30680829
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,24,ITAÚ UNIBANCO HOLDING S.A.,13.5,357.09,60872504
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,25,BCO SAFRA S.A.,13.76,369.6,58160789
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,26,BANCO INTER,14.39,402.01,00416968
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,27,BCO MERCANTIL DO BRASIL S.A.,14.46,405.65,17184037
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,28,BCO SANTANDER (BRASIL) S.A.,14.8,423.85,90400888
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,29,KREDILIG S.A. - CFI,15.04,437.24,06040559
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,30,SCFI EFÍ S.A.,15.14,442.81,37229413
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,31,BANCO CNH INDUSTRIAL CAPITAL S.A,15.24,448.81,02992446
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,32,BANCO BRADESCARD,15.66,472.88,04184779
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,33,BCO DO ESTADO DO RS S.A.,15.86,485.11,92702067
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,34,ZEMA CFI S/A,16.13,501.38,05351887
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,35,BCO C6 S.A.,16.43,520.6,31872495
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,36,LUIZACRED S.A. SCFI,16.48,523.55,02206577
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,37,PORTOSEG S.A. CFI,16.58,529.9,04862600
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.8,544.94,06881898
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.92,552.59,61182408
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,40,CREDIARE CFI S.A.,16.94,554.09,05676026
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,41,MERCADO CRÉDITO SCFI S.A.,16.95,554.43,37679449
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,42,HIPERCARD BM S.A.,16.97,556.23,03012230
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,43,BCO SENFF S.A.,17.47,590.58,11970623
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,44,BCO DO EST. DO PA S.A.,17.52,594.11,04913711
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,45,BANCO ORIGINAL,17.55,596.19,92894922
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,46,BCO BMG S.A.,17.57,597.63,61186680
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,47,BCO BV S.A.,18.01,629.3,01858774
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,48,BANCO DIGIO,18.4,658.66,27098060
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,49,VIA CERTA FINANCIADORA S.A. - CFI,18.49,665.83,05192316
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,50,PICPAY BANK - BANCO MÚLTIPLO S.A,18.55,670.29,09516419
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,51,BCO CSF S.A.,18.72,684.09,08357240
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,52,M PAGAMENTOS S.A. CFI,19.0,706.09,07747410
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,53,BCO DO EST. DE SE S.A.,19.0,706.11,13009717
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,54,REALIZE CFI S.A.,19.09,713.39,27351731
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,55,BANCO PAN,19.93,785.71,59285411
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,56,WILL FINANCEIRA S.A.CFI,19.95,787.24,23862762
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,57,OMNI BANCO S.A.,19.99,790.53,60850229
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,58,PEFISA S.A. - C.F.I.,20.03,794.55,43180355
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,59,MIDWAY S.A. - SCFI,20.06,797.15,09464032
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,60,NEON FINANCEIRA - CFI S.A.,20.81,866.38,11285104
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,61,DM SA CFI,21.09,893.54,91669747
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,62,BCO AFINZ S.A. - BM,21.28,912.34,04814563
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,63,CALCRED S.A.,22.01,988.17,37122487
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,64,BCO TRIANGULO S.A.,22.05,992.21,17351180
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cartão de crédito - rotativo total - Pré-fixado,65,BCO CREFISA S.A.,22.07,994.97,61033106
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,1,BCO RENDIMENTO S.A.,2.02,27.18,68900810
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,1,BANCO GENIAL,1.6,20.93,45246410
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,2,BCO CITIBANK S.A.,2.1,28.29,33479023
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,2,BANCO PAN,1.68,22.1,59285411
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,3,BANCO ORIGINAL,2.89,40.79,92894922
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,3,BCO ALFA S.A.,2.32,31.65,03323840
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,4,BOFA MERRILL LYNCH BM S.A.,4.63,72.21,62073200
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,4,BANCO ORIGINAL,3.28,47.34,92894922
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,5,BCO PINE S.A.,5.3,85.8,62144175
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,5,BANCO SICOOB S.A.,4.43,68.18,02038232
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,6,BCO INDUSTRIAL DO BRASIL S.A.,5.54,91.02,31895683
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,6,BCO SOFISA S.A.,4.46,68.89,60889128
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,7,BCO ABC BRASIL S.A.,5.59,92.08,28195667
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,7,BCO DO NORDESTE DO BRASIL S.A.,5.12,82.12,07237373
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,8,BCO BMG S.A.,6.17,105.14,61186680
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,8,BCO BANESTES S.A.,5.76,95.8,28127603
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,9,BRB - BCO DE BRASILIA S.A.,7.42,136.12,00000208
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,9,BRB - BCO DE BRASILIA S.A.,5.89,98.79,00000208
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,10,BCO DA AMAZONIA S.A.,7.73,144.38,04902979
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,10,BCO DO EST. DO PA S.A.,6.9,122.77,04913711
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,11,BCO DO NORDESTE DO BRASIL S.A.,7.84,147.38,07237373
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,11,BCO DAYCOVAL S.A,6.96,124.14,62232889
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,12,BCO BANESTES S.A.,7.96,150.57,28127603
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,12,BCO ABC BRASIL S.A.,7.02,125.72,28195667
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,13,BCO DO EST. DE SE S.A.,8.19,157.16,13009717
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,13,BCO SAFRA S.A.,7.39,135.26,58160789
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,14,BCO C6 S.A.,8.24,158.62,31872495
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,14,BCO XP S.A.,7.5,138.22,33264668
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,15,BCO DAYCOVAL S.A,8.5,166.16,62232889
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,15,BCO DA AMAZONIA S.A.,7.83,147.05,04902979
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,16,BCO MERCANTIL DO BRASIL S.A.,9.25,189.03,17184037
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,16,BCO DO BRASIL S.A.,7.86,147.83,00000000
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,17,BCO FIBRA S.A.,10.09,217.0,58616418
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,17,BCO DO ESTADO DO RS S.A.,7.9,148.93,92702067
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,18,BCO SAFRA S.A.,10.1,217.42,58160789
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,18,CAIXA ECONOMICA FEDERAL,7.9,149.12,00360305
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,19,BANCO INTER,10.21,221.17,00416968
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,19,BANCO INTER,7.98,151.33,00416968
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,20,BCO BS2 S.A.,10.54,232.95,71027866
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,20,BCO RENDIMENTO S.A.,8.04,152.84,68900810
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,21,BCO RIBEIRAO PRETO S.A.,11.06,252.02,00517645
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,21,BANCO BTG PACTUAL S.A.,8.08,154.12,30306294
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,22,BCO DO EST. DO PA S.A.,11.27,260.3,04913711
2024-09-19,2024-09-25,,PESSOA FÍSICA,,Cheque especial - Pré-fixado,22,BCO INDUSTRIAL DO BRASIL S.A.,8.11,154.81,31895683
2024-09-19,2024-09-25,,PESSOA JURÍDICA,,Cheque especial - Pré-fixado,23,BANCO BTG PACTUAL S.A.,11.65,275.22,30306294
